Date,Open,High,Low,Close,Adj Close,Volume
11-12-1972,0.889469,0.896881,0.882056,0.891939,0.202911,2064154
12-12-1972,0.891939,0.89441,0.879586,0.879586,0.200101,2499245
13-12-1972,0.879586,0.879586,0.869703,0.872173,0.198414,3440256
14-12-1972,0.872173,0.877115,0.869703,0.869703,0.197852,1578470
15-12-1972,0.869703,0.869703,0.840054,0.844995,0.192231,8226259
18-12-1972,0.844995,0.847466,0.840054,0.842525,0.19167,1123142
19-12-1972,0.842525,0.854878,0.835112,0.852407,0.193918,2175456
20-12-1972,0.852407,0.867232,0.847466,0.849937,0.193356,1801075
21-12-1972,0.849937,0.85982,0.842525,0.849937,0.193356,1062432
22-12-1972,0.849937,0.854878,0.842525,0.854878,0.19448,743702
26-12-1972,0.854878,0.86229,0.849937,0.849937,0.193356,526157
27-12-1972,0.849937,0.85982,0.847466,0.847466,0.192794,1441872
29-12-1972,0.847466,0.85982,0.847466,0.847466,0.192794,1386221
02-01-1973,0.852407,0.867232,0.852407,0.86229,0.196166,1325510
03-01-1973,0.86229,0.869703,0.857349,0.864761,0.196728,1603766
04-01-1973,0.864761,0.874644,0.857349,0.874644,0.198977,2322173
05-01-1973,0.874644,0.886998,0.867232,0.879586,0.200101,2570074
08-01-1973,0.869703,0.869703,0.857349,0.85982,0.195604,1937674
09-01-1973,0.85982,0.867232,0.854878,0.85982,0.195604,1350806
10-01-1973,0.85982,0.877115,0.85982,0.869703,0.197852,2119805
11-01-1973,0.869703,0.884527,0.869703,0.882056,0.200663,2661139
12-01-1973,0.882056,0.884527,0.85982,0.867232,0.19729,2944454
15-01-1973,0.867232,0.879586,0.86229,0.869703,0.197852,2033798
16-01-1973,0.869703,0.869703,0.85982,0.867232,0.19729,1153498
17-01-1973,0.867232,0.867232,0.85982,0.867232,0.19729,1912378
18-01-1973,0.867232,0.877115,0.86229,0.867232,0.19729,1168675
19-01-1973,0.867232,0.869703,0.854878,0.864761,0.196728,2231107
22-01-1973,0.864761,0.872173,0.857349,0.857349,0.195042,2038858
23-01-1973,0.852407,0.852407,0.840054,0.849937,0.193356,2747146
24-01-1973,0.849937,0.857349,0.840054,0.842525,0.19167,2231107
26-01-1973,0.842525,0.842525,0.79558,0.812876,0.184925,3506026
29-01-1973,0.812876,0.822759,0.812876,0.812876,0.184925,2018621
30-01-1973,0.812876,0.825229,0.812876,0.815346,0.185487,2473949
31-01-1973,0.815346,0.8277,0.812876,0.8277,0.188297,1219267
01-02-1973,0.8277,0.840054,0.825229,0.825229,0.187735,3030461
02-02-1973,0.825229,0.8277,0.820288,0.820288,0.186611,1042195
05-02-1973,0.820288,0.8277,0.815346,0.815346,0.185487,1507642
06-02-1973,0.815346,0.822759,0.802993,0.815346,0.185487,2620666
07-02-1973,0.815346,0.815346,0.790639,0.798051,0.181552,2605488
08-02-1973,0.798051,0.817817,0.79558,0.810405,0.184362,1472227
09-02-1973,0.810405,0.825229,0.810405,0.822759,0.187173,1735306
12-02-1973,0.822759,0.835112,0.822759,0.8277,0.188297,3242947
13-02-1973,0.837583,0.869703,0.837583,0.844995,0.192231,4032182
14-02-1973,0.844995,0.849937,0.832642,0.832642,0.189421,1998384
15-02-1973,0.832642,0.847466,0.825229,0.842525,0.19167,2236166
16-02-1973,0.842525,0.849937,0.835112,0.842525,0.19167,2322173
20-02-1973,0.844995,0.852407,0.844995,0.847466,0.192794,1027018
21-02-1973,0.847466,0.85982,0.847466,0.854878,0.19448,1568352
22-02-1973,0.854878,0.85982,0.849937,0.85982,0.195604,1704950
23-02-1973,0.85982,0.864761,0.844995,0.849937,0.193356,2028739
26-02-1973,0.849937,0.849937,0.840054,0.844995,0.192231,2190634
27-02-1973,0.844995,0.857349,0.840054,0.849937,0.193356,1674595
28-02-1973,0.849937,0.849937,0.825229,0.837583,0.191257,4189018
01-03-1973,0.837583,0.847466,0.832642,0.837583,0.191257,1563293
02-03-1973,0.837583,0.842525,0.8277,0.835112,0.190693,2048976
05-03-1973,0.835112,0.842525,0.820288,0.832642,0.190129,2878685
06-03-1973,0.832642,0.840054,0.830171,0.835112,0.190693,3116467
07-03-1973,0.835112,0.852407,0.835112,0.852407,0.194642,3708394
08-03-1973,0.854878,0.864761,0.854878,0.86229,0.196899,4421741
09-03-1973,0.86229,0.867232,0.857349,0.867232,0.198027,3860170
12-03-1973,0.864761,0.864761,0.849937,0.857349,0.19577,1239504
13-03-1973,0.857349,0.86229,0.844995,0.854878,0.195206,3030461
14-03-1973,0.854878,0.85982,0.849937,0.852407,0.194642,2600429
15-03-1973,0.852407,0.852407,0.840054,0.844995,0.19295,849946
16-03-1973,0.844995,0.857349,0.837583,0.852407,0.194642,2210870
19-03-1973,0.852407,0.852407,0.842525,0.844995,0.19295,971366
20-03-1973,0.844995,0.854878,0.842525,0.844995,0.19295,1421635
21-03-1973,0.844995,0.849937,0.825229,0.825229,0.188436,4103011
22-03-1973,0.820288,0.820288,0.785697,0.788168,0.179973,4725293
23-03-1973,0.788168,0.790639,0.76099,0.780756,0.178281,4183958
26-03-1973,0.783227,0.805463,0.783227,0.79311,0.181102,2868566
27-03-1973,0.798051,0.837583,0.798051,0.835112,0.190693,2580192
28-03-1973,0.835112,0.847466,0.822759,0.837583,0.191257,1629062
29-03-1973,0.837583,0.842525,0.830171,0.832642,0.190129,1158557
30-03-1973,0.832642,0.835112,0.810405,0.815346,0.186179,1360925
02-04-1973,0.815346,0.822759,0.79558,0.79558,0.181666,591926
03-04-1973,0.79558,0.798051,0.770873,0.79311,0.181102,3202474
04-04-1973,0.79311,0.800522,0.790639,0.798051,0.18223,1118083
05-04-1973,0.79558,0.79558,0.773344,0.775814,0.177152,1942733
06-04-1973,0.775814,0.79311,0.770873,0.788168,0.179973,2261462
09-04-1973,0.788168,0.800522,0.780756,0.79311,0.181102,2954573
10-04-1973,0.79311,0.812876,0.790639,0.810405,0.185051,4330675
11-04-1973,0.810405,0.825229,0.800522,0.807934,0.184487,3758986
12-04-1973,0.807934,0.815346,0.802993,0.807934,0.184487,1219267
13-04-1973,0.807934,0.810405,0.79558,0.807934,0.184487,1107965
16-04-1973,0.807934,0.820288,0.807934,0.807934,0.184487,1897200
17-04-1973,0.807934,0.812876,0.800522,0.800522,0.182794,1371043
18-04-1973,0.800522,0.807934,0.798051,0.805463,0.183923,1441872
19-04-1973,0.805463,0.817817,0.802993,0.805463,0.183923,3364368
23-04-1973,0.805463,0.810405,0.79558,0.807934,0.184487,2069213
24-04-1973,0.802993,0.802993,0.79311,0.79558,0.181666,3870288
25-04-1973,0.79558,0.79558,0.785697,0.788168,0.179973,1087728
26-04-1973,0.778285,0.778285,0.765931,0.773344,0.176589,2696554
27-04-1973,0.773344,0.780756,0.768402,0.778285,0.177717,1725187
30-04-1973,0.778285,0.783227,0.765931,0.780756,0.178281,1148438
01-05-1973,0.780756,0.785697,0.773344,0.780756,0.178281,1416576
02-05-1973,0.780756,0.790639,0.778285,0.780756,0.178281,2352528
03-05-1973,0.778285,0.805463,0.778285,0.798051,0.18223,1907318
04-05-1973,0.798051,0.815346,0.798051,0.805463,0.183923,2544778
07-05-1973,0.805463,0.805463,0.798051,0.805463,0.183923,1639181
08-05-1973,0.805463,0.805463,0.798051,0.805463,0.183923,1113024
09-05-1973,0.805463,0.815346,0.805463,0.805463,0.183923,2716790
10-05-1973,0.805463,0.805463,0.798051,0.805463,0.183923,1543056
11-05-1973,0.805463,0.805463,0.798051,0.805463,0.183923,865123
14-05-1973,0.805463,0.805463,0.798051,0.798051,0.18223,758880
15-05-1973,0.798051,0.805463,0.788168,0.805463,0.183923,2802797
16-05-1973,0.805463,0.805463,0.798051,0.798051,0.18223,885360
17-05-1973,0.798051,0.805463,0.798051,0.798051,0.18223,1011840
18-05-1973,0.798051,0.798051,0.778285,0.788168,0.179973,4796122
21-05-1973,0.788168,0.788168,0.778285,0.788168,0.179973,2200752
22-05-1973,0.788168,0.805463,0.788168,0.788168,0.179973,2023680
23-05-1973,0.788168,0.798051,0.788168,0.798051,0.18223,1193971
24-05-1973,0.798051,0.815346,0.788168,0.815346,0.186179,1887082
25-05-1973,0.815346,0.835112,0.815346,0.835112,0.190693,2241226
29-05-1973,0.835112,0.844995,0.835112,0.844995,0.19295,1077610
30-05-1973,0.844995,0.844995,0.815346,0.835112,0.191409,1441872
31-05-1973,0.835112,0.844995,0.825229,0.825229,0.189144,1451990
01-06-1973,0.825229,0.825229,0.815346,0.815346,0.186879,2463830
04-06-1973,0.815346,0.815346,0.788168,0.798051,0.182915,1391280
05-06-1973,0.798051,0.825229,0.798051,0.825229,0.189144,1730246
06-06-1973,0.835112,0.854878,0.835112,0.835112,0.191409,4745530
07-06-1973,0.835112,0.86229,0.835112,0.86229,0.197639,2271581
08-06-1973,0.86229,0.872173,0.854878,0.86229,0.197639,2484067
11-06-1973,0.86229,0.882056,0.86229,0.882056,0.202169,2387942
12-06-1973,0.882056,0.882056,0.872173,0.872173,0.199904,1876963
13-06-1973,0.882056,0.891939,0.882056,0.882056,0.202169,3829814
14-06-1973,0.882056,0.882056,0.86229,0.872173,0.199904,3177178
15-06-1973,0.872173,0.872173,0.86229,0.872173,0.199904,1173734
18-06-1973,0.872173,0.872173,0.86229,0.872173,0.199904,2984928
19-06-1973,0.872173,0.882056,0.86229,0.872173,0.199904,2696554
20-06-1973,0.872173,0.882056,0.872173,0.872173,0.199904,1624003
21-06-1973,0.872173,0.882056,0.86229,0.872173,0.199904,1745424
22-06-1973,0.872173,0.882056,0.86229,0.872173,0.199904,2018621
25-06-1973,0.872173,0.872173,0.86229,0.872173,0.199904,829709
26-06-1973,0.872173,0.882056,0.872173,0.882056,0.202169,2337350
27-06-1973,0.882056,0.901822,0.882056,0.901822,0.206699,4973194
28-06-1973,0.911705,0.938884,0.911705,0.929001,0.212929,9369638
29-06-1973,0.929001,0.929001,0.911705,0.919118,0.210664,3905702
02-07-1973,0.919118,0.919118,0.911705,0.911705,0.208965,2008502
03-07-1973,0.911705,0.911705,0.891939,0.891939,0.204434,2084390
05-07-1973,0.891939,0.901822,0.882056,0.891939,0.204434,2519482
06-07-1973,0.891939,0.901822,0.882056,0.891939,0.204434,1477286
09-07-1973,0.882056,0.882056,0.882056,0.882056,0.202169,1330570
10-07-1973,0.901822,0.911705,0.901822,0.911705,0.208965,2170397
11-07-1973,0.919118,0.95865,0.919118,0.948767,0.217459,3197414
12-07-1973,0.948767,0.95865,0.919118,0.948767,0.217459,1816253
13-07-1973,0.948767,0.948767,0.929001,0.938884,0.215194,1269859
16-07-1973,0.938884,0.948767,0.929001,0.948767,0.217459,1396339
17-07-1973,0.948767,0.968533,0.948767,0.95865,0.219724,4123248
18-07-1973,0.95865,0.978416,0.95865,0.978416,0.224255,1720128
19-07-1973,0.978416,0.995711,0.968533,0.985828,0.225954,3030461
20-07-1973,0.985828,1.005594,0.978416,0.995711,0.228219,3222710
23-07-1973,0.995711,1.02536,0.995711,1.015477,0.232749,4533043
24-07-1973,1.015477,1.015477,0.985828,1.015477,0.232749,3450374
25-07-1973,1.015477,1.035243,1.015477,1.035243,0.23728,3081053
26-07-1973,1.035243,1.035243,1.015477,1.015477,0.232749,3597091
27-07-1973,1.005594,1.005594,0.978416,1.005594,0.230484,2357587
30-07-1973,0.985828,0.985828,0.968533,0.985828,0.225954,2291818
31-07-1973,0.985828,0.995711,0.978416,0.978416,0.224255,1968029
01-08-1973,0.978416,0.985828,0.968533,0.978416,0.224255,2099568
02-08-1973,0.978416,0.978416,0.968533,0.968533,0.22199,2398061
03-08-1973,0.968533,0.978416,0.968533,0.968533,0.22199,2463830
06-08-1973,0.968533,0.985828,0.968533,0.978416,0.224255,1376102
07-08-1973,0.978416,0.995711,0.978416,0.978416,0.224255,2190634
08-08-1973,0.978416,0.985828,0.978416,0.985828,0.225954,2347469
09-08-1973,0.985828,0.995711,0.985828,0.985828,0.225954,2484067
10-08-1973,0.985828,0.995711,0.978416,0.978416,0.224255,2453712
13-08-1973,0.978416,0.978416,0.95865,0.968533,0.22199,1340688
14-08-1973,0.968533,0.968533,0.938884,0.938884,0.215194,1902259
15-08-1973,0.938884,0.938884,0.901822,0.919118,0.210664,3511085
16-08-1973,0.911705,0.911705,0.86229,0.872173,0.199904,3450374
17-08-1973,0.872173,0.872173,0.86229,0.86229,0.197639,1841549
20-08-1973,0.86229,0.86229,0.854878,0.86229,0.197639,1188912
21-08-1973,0.86229,0.872173,0.86229,0.86229,0.197639,1831430
22-08-1973,0.86229,0.872173,0.854878,0.86229,0.197639,2772442
23-08-1973,0.872173,0.882056,0.872173,0.882056,0.202169,2317114
24-08-1973,0.882056,0.901822,0.872173,0.872173,0.199904,1887082
27-08-1973,0.872173,0.891939,0.872173,0.891939,0.204434,1806134
28-08-1973,0.891939,0.901822,0.882056,0.891939,0.205162,1811194
29-08-1973,0.901822,0.929001,0.901822,0.919118,0.211413,2312054
30-08-1973,0.919118,0.929001,0.901822,0.901822,0.207435,1527878
31-08-1973,0.901822,0.919118,0.901822,0.919118,0.211413,956189
04-09-1973,0.919118,0.929001,0.891939,0.901822,0.207435,1143379
05-09-1973,0.901822,0.901822,0.891939,0.891939,0.205162,1973088
06-09-1973,0.891939,0.901822,0.891939,0.891939,0.205162,1912378
07-09-1973,0.891939,0.891939,0.872173,0.872173,0.200615,1659418
10-09-1973,0.872173,0.872173,0.854878,0.86229,0.198342,1441872
11-09-1973,0.854878,0.854878,0.844995,0.844995,0.194364,2570074
12-09-1973,0.844995,0.854878,0.835112,0.844995,0.194364,1138320
13-09-1973,0.844995,0.86229,0.844995,0.854878,0.196637,1204090
14-09-1973,0.854878,0.872173,0.844995,0.872173,0.200615,1699891
17-09-1973,0.872173,0.882056,0.872173,0.882056,0.202888,1927555
18-09-1973,0.882056,0.891939,0.872173,0.872173,0.200615,1927555
19-09-1973,0.872173,0.901822,0.872173,0.901822,0.207435,1436813
20-09-1973,0.901822,0.901822,0.891939,0.901822,0.207435,2064154
21-09-1973,0.901822,0.901822,0.882056,0.891939,0.205162,1553174
24-09-1973,0.891939,0.901822,0.882056,0.891939,0.205162,1315392
25-09-1973,0.891939,0.901822,0.882056,0.882056,0.202888,1173734
26-09-1973,0.882056,0.891939,0.882056,0.891939,0.205162,2241226
27-09-1973,0.891939,0.891939,0.882056,0.882056,0.202888,1350806
28-09-1973,0.882056,0.891939,0.872173,0.882056,0.202888,1107965
01-10-1973,0.882056,0.882056,0.86229,0.882056,0.202888,1158557
02-10-1973,0.882056,0.891939,0.882056,0.891939,0.205162,1654358
03-10-1973,0.891939,0.891939,0.882056,0.882056,0.202888,2479008
04-10-1973,0.882056,0.882056,0.872173,0.872173,0.200615,3207533
05-10-1973,0.872173,0.872173,0.854878,0.872173,0.200615,1998384
08-10-1973,0.872173,0.882056,0.86229,0.882056,0.202888,1684714
09-10-1973,0.882056,0.891939,0.872173,0.891939,0.205162,2013562
10-10-1973,0.891939,0.891939,0.882056,0.882056,0.202888,2473949
11-10-1973,0.882056,0.911705,0.882056,0.911705,0.209708,1451990
12-10-1973,0.911705,0.929001,0.911705,0.919118,0.211413,2084390
15-10-1973,0.911705,0.911705,0.901822,0.911705,0.209708,1603766
16-10-1973,0.911705,0.919118,0.901822,0.919118,0.211413,2195693
17-10-1973,0.919118,0.938884,0.919118,0.938884,0.21596,2286758
18-10-1973,0.938884,0.968533,0.938884,0.938884,0.21596,2033798
19-10-1973,0.938884,0.968533,0.938884,0.95865,0.220506,2919158
22-10-1973,0.95865,0.95865,0.948767,0.948767,0.218233,981485
23-10-1973,0.948767,0.968533,0.938884,0.968533,0.22278,2155219
24-10-1973,0.968533,0.985828,0.95865,0.985828,0.226758,1801075
25-10-1973,0.985828,0.995711,0.968533,0.985828,0.226758,2423357
26-10-1973,0.985828,1.005594,0.985828,0.995711,0.229031,3597091
29-10-1973,0.995711,0.995711,0.985828,0.995711,0.229031,1193971
30-10-1973,0.985828,0.985828,0.968533,0.968533,0.22278,2134982
31-10-1973,0.968533,0.968533,0.95865,0.968533,0.22278,1537997
01-11-1973,0.95865,0.95865,0.929001,0.929001,0.213686,7087939
02-11-1973,0.929001,0.938884,0.919118,0.919118,0.211413,1067491
05-11-1973,0.919118,0.919118,0.911705,0.911705,0.209708,1037136
06-11-1973,0.911705,0.948767,0.901822,0.911705,0.209708,1532938
07-11-1973,0.911705,0.919118,0.901822,0.901822,0.207435,1957910
08-11-1973,0.901822,0.911705,0.891939,0.901822,0.207435,4877069
09-11-1973,0.901822,0.901822,0.882056,0.882056,0.202888,885360
12-11-1973,0.882056,0.891939,0.872173,0.872173,0.200615,1047254
13-11-1973,0.872173,0.882056,0.86229,0.882056,0.202888,1613885
14-11-1973,0.882056,0.911705,0.882056,0.882056,0.202888,1740365
15-11-1973,0.882056,0.911705,0.882056,0.901822,0.207435,1932614
16-11-1973,0.901822,0.938884,0.901822,0.919118,0.211413,2281699
19-11-1973,0.919118,0.919118,0.882056,0.882056,0.202888,824650
20-11-1973,0.882056,0.891939,0.872173,0.882056,0.202888,991603
21-11-1973,0.891939,0.901822,0.891939,0.901822,0.207435,738643
23-11-1973,0.901822,0.901822,0.872173,0.872173,0.200615,1396339
26-11-1973,0.872173,0.882056,0.872173,0.872173,0.200615,1214208
27-11-1973,0.872173,0.882056,0.86229,0.872173,0.201621,1907318
28-11-1973,0.872173,0.891939,0.86229,0.882056,0.203905,1887082
29-11-1973,0.882056,0.891939,0.86229,0.872173,0.201621,1426694
30-11-1973,0.86229,0.86229,0.844995,0.844995,0.195338,1350806
03-12-1973,0.844995,0.854878,0.815346,0.815346,0.188484,2929277
04-12-1973,0.815346,0.815346,0.805463,0.805463,0.186199,1760602
05-12-1973,0.805463,0.815346,0.788168,0.798051,0.184486,1841549
06-12-1973,0.798051,0.805463,0.788168,0.805463,0.186199,2570074
07-12-1973,0.815346,0.854878,0.815346,0.854878,0.197622,1851667
10-12-1973,0.854878,0.854878,0.835112,0.854878,0.197622,895478
11-12-1973,0.854878,0.86229,0.835112,0.844995,0.195338,1502582
12-12-1973,0.844995,0.844995,0.798051,0.805463,0.186199,3941117
13-12-1973,0.805463,0.815346,0.778285,0.788168,0.182201,1644240
14-12-1973,0.788168,0.798051,0.758519,0.768402,0.177632,2630784
